user_id,registration_date,traffic_source,device
98,2024-02-05,social,mobile
99,2024-01-14,referral,mobile
100,2024-01-31,organic,mobile
101,2024-02-17,ads,desktop
102,2024-01-15,ads,desktop
103,2024-01-08,organic,mobile
104,2024-01-14,organic,mobile
105,2024-01-23,ads,mobile
106,2024-02-29,social,desktop
107,2024-02-26,ads,desktop
108,2024-02-09,ads,mobile
109,2024-01-21,organic,desktop
110,2024-01-16,social,mobile
111,2024-02-14,ads,mobile
112,2024-01-18,ads,mobile
113,2024-02-16,referral,desktop
114,2024-02-22,organic,mobile
115,2024-01-24,referral,mobile
116,2024-01-26,referral,mobile
117,2024-01-25,ads,desktop
118,2024-02-29,organic,desktop
119,2024-02-29,social,desktop
120,2024-02-29,ads,mobile
121,2024-02-14,social,desktop
122,2024-02-10,social,mobile
123,2024-01-29,organic,desktop
124,2024-01-15,referral,mobile
125,2024-02-14,organic,desktop
126,2024-01-01,social,mobile
127,2024-01-25,ads,desktop
128,2024-01-07,social,desktop
129,2024-01-09,ads,desktop
130,2024-01-24,ads,mobile
131,2024-01-01,organic,desktop
132,2024-02-13,social,desktop
133,2024-01-08,referral,desktop
134,2024-01-24,social,desktop
135,2024-01-11,social,mobile
136,2024-02-20,referral,desktop
137,2024-01-17,organic,mobile
138,2024-01-08,social,mobile
139,2024-02-04,social,mobile
140,2024-02-04,ads,mobile
141,2024-02-02,social,desktop
142,2024-02-28,referral,mobile
143,2024-01-05,ads,mobile
144,2024-02-11,organic,mobile
145,2024-02-08,ads,mobile
146,2024-02-27,referral,desktop
147,2024-02-10,referral,desktop
148,2024-01-28,ads,mobile
149,2024-01-07,organic,mobile
150,2024-01-09,ads,mobile
151,2024-01-08,organic,desktop
152,2024-01-12,ads,desktop
153,2024-02-03,referral,desktop
154,2024-02-02,social,desktop
155,2024-02-17,social,desktop
156,2024-02-24,organic,mobile
157,2024-01-23,organic,desktop
158,2024-01-24,organic,desktop
159,2024-02-06,referral,mobile
160,2024-02-04,ads,desktop
161,2024-02-13,referral,desktop
162,2024-02-09,social,desktop
163,2024-01-22,organic,mobile
164,2024-01-27,ads,desktop
165,2024-02-04,social,mobile
166,2024-01-01,social,mobile
167,2024-02-04,social,desktop
168,2024-02-06,referral,desktop
169,2024-02-16,organic,desktop
170,2024-01-14,social,desktop
171,2024-01-03,organic,mobile
172,2024-01-01,referral,desktop
173,2024-01-05,social,mobile
174,2024-01-26,referral,mobile
175,2024-02-24,referral,mobile
176,2024-01-14,organic,mobile
177,2024-02-08,social,mobile
178,2024-01-27,referral,desktop
179,2024-01-09,social,mobile
180,2024-01-15,organic,mobile
181,2024-01-15,referral,desktop
182,2024-01-26,organic,desktop
183,2024-02-11,social,mobile
184,2024-02-29,social,mobile
185,2024-01-13,organic,desktop
186,2024-02-20,ads,mobile
187,2024-02-01,referral,desktop
188,2024-02-08,social,desktop
189,2024-02-18,social,mobile
190,2024-02-21,referral,desktop
191,2024-03-01,organic,mobile
192,2024-02-01,organic,mobile
193,2024-01-04,organic,mobile
194,2024-01-30,ads,desktop
195,2024-02-06,ads,mobile
196,2024-01-23,social,desktop
197,2024-02-08,organic,mobile
198,2024-02-14,referral,mobile
199,2024-01-15,social,desktop
200,2024-02-12,referral,mobile
201,2024-01-29,social,mobile
202,2024-02-05,ads,desktop
203,2024-01-13,social,desktop
204,2024-02-01,ads,desktop
205,2024-01-07,social,mobile
206,2024-02-28,organic,desktop
207,2024-02-20,referral,desktop
208,2024-01-22,organic,mobile
209,2024-01-28,social,desktop
210,2024-01-02,social,mobile
211,2024-02-11,social,mobile
212,2024-02-14,ads,desktop
213,2024-02-26,referral,mobile
214,2024-02-22,referral,desktop
215,2024-01-06,social,desktop
216,2024-01-28,social,desktop
217,2024-01-28,ads,desktop
218,2024-02-13,organic,mobile
219,2024-02-13,organic,mobile
220,2024-01-20,referral,desktop
221,2024-01-30,ads,desktop
222,2024-01-11,social,mobile
223,2024-02-27,referral,desktop
224,2024-02-24,ads,mobile
225,2024-01-28,organic,desktop
226,2024-01-25,ads,mobile
227,2024-02-08,organic,mobile
228,2024-02-02,ads,mobile
229,2024-01-01,referral,desktop
230,2024-02-26,organic,desktop
231,2024-01-27,referral,desktop
232,2024-02-26,referral,desktop
233,2024-02-21,organic,desktop
234,2024-01-13,organic,mobile
235,2024-02-10,social,mobile
236,2024-01-03,social,mobile
237,2024-02-08,social,mobile
238,2024-01-06,referral,mobile
239,2024-01-08,referral,mobile
240,2024-01-27,social,mobile
241,2024-01-09,referral,desktop
242,2024-02-06,referral,mobile
243,2024-02-02,organic,desktop
244,2024-02-20,organic,mobile
245,2024-02-11,referral,mobile
246,2024-02-13,social,desktop
247,2024-01-24,ads,mobile
248,2024-01-15,social,desktop
249,2024-02-28,ads,mobile
250,2024-02-23,social,desktop
251,2024-02-01,organic,mobile
252,2024-02-01,referral,desktop
253,2024-01-24,referral,desktop
254,2024-02-10,organic,mobile
255,2024-02-21,ads,mobile
256,2024-02-18,ads,desktop
257,2024-02-18,ads,mobile
258,2024-02-27,organic,desktop
259,2024-02-21,ads,mobile
260,2024-01-12,organic,desktop
261,2024-02-08,social,mobile
262,2024-01-02,social,desktop
263,2024-01-03,organic,mobile
264,2024-02-18,referral,desktop
265,2024-02-06,social,desktop
266,2024-02-18,ads,mobile
267,2024-02-25,organic,mobile
268,2024-01-17,ads,desktop
269,2024-02-28,ads,desktop
270,2024-02-18,referral,desktop
271,2024-01-02,ads,desktop
272,2024-01-02,referral,mobile
273,2024-01-28,social,desktop
274,2024-02-23,organic,desktop
275,2024-01-23,ads,desktop
276,2024-02-06,organic,mobile
277,2024-02-01,ads,desktop
278,2024-02-02,organic,mobile
279,2024-01-01,ads,mobile
280,2024-01-19,ads,mobile
281,2024-01-02,ads,mobile
282,2024-02-22,ads,mobile
283,2024-02-13,ads,mobile
284,2024-01-26,ads,mobile
285,2024-02-01,ads,desktop
286,2024-01-06,ads,desktop
287,2024-02-01,ads,mobile
288,2024-02-24,organic,desktop
289,2024-01-04,referral,desktop
290,2024-02-24,ads,mobile
291,2024-01-11,referral,desktop
292,2024-02-25,ads,mobile
293,2024-02-28,ads,desktop
294,2024-01-17,organic,mobile
295,2024-02-07,social,mobile
296,2024-01-24,social,desktop
297,2024-01-05,organic,desktop
298,2024-02-21,referral,mobile
299,2024-02-03,social,mobile
300,2024-01-06,organic,mobile
301,2024-01-22,organic,desktop
302,2024-01-11,social,desktop
303,2024-02-17,referral,desktop
304,2024-01-16,organic,desktop
305,2024-02-02,ads,mobile
306,2024-01-09,referral,mobile
307,2024-02-29,referral,mobile
308,2024-02-28,social,mobile
309,2024-01-06,social,desktop
310,2024-01-16,ads,mobile
311,2024-01-29,organic,mobile
312,2024-01-03,social,desktop
313,2024-01-20,social,desktop
314,2024-02-29,referral,mobile
315,2024-02-28,social,desktop
316,2024-02-05,social,mobile
317,2024-01-19,social,desktop
318,2024-01-26,social,desktop
319,2024-01-03,referral,mobile
320,2024-01-19,ads,desktop
321,2024-01-20,ads,mobile
322,2024-02-01,organic,desktop
323,2024-01-07,social,desktop
324,2024-02-21,referral,desktop
325,2024-02-10,organic,desktop
326,2024-02-02,organic,desktop
327,2024-02-09,ads,mobile
328,2024-02-08,referral,desktop
329,2024-01-18,referral,mobile
330,2024-02-09,referral,desktop
331,2024-01-01,ads,mobile
332,2024-01-11,ads,desktop
333,2024-01-28,ads,mobile
334,2024-02-26,ads,mobile
335,2024-01-25,ads,desktop
336,2024-02-19,social,desktop
337,2024-01-23,social,desktop
338,2024-01-31,referral,mobile
339,2024-01-30,organic,mobile
340,2024-02-11,referral,desktop
341,2024-02-04,organic,desktop
342,2024-01-07,ads,mobile
343,2024-02-29,organic,mobile
344,2024-01-16,referral,desktop
345,2024-01-26,referral,mobile
346,2024-02-17,organic,desktop
347,2024-02-26,social,desktop
348,2024-02-21,ads,desktop
349,2024-02-29,ads,mobile
350,2024-02-18,referral,mobile
351,2024-01-02,social,mobile
352,2024-01-01,organic,mobile
353,2024-02-17,ads,desktop
354,2024-01-12,social,mobile
355,2024-01-05,ads,desktop
356,2024-02-06,social,desktop
357,2024-02-01,social,desktop
358,2024-02-28,referral,mobile
359,2024-02-24,ads,desktop
360,2024-01-09,organic,desktop
361,2024-02-10,referral,mobile
362,2024-02-04,referral,desktop
363,2024-01-19,organic,mobile
364,2024-02-17,referral,mobile
365,2024-01-16,social,mobile
366,2024-01-03,social,desktop
367,2024-01-20,ads,mobile
368,2024-01-24,ads,mobile
369,2024-02-23,organic,mobile
370,2024-02-25,ads,mobile
371,2024-02-02,social,desktop
372,2024-01-24,organic,mobile
373,2024-02-21,organic,desktop
374,2024-01-11,ads,mobile
375,2024-02-18,social,desktop
376,2024-01-08,organic,mobile
377,2024-02-05,social,desktop
378,2024-02-07,social,mobile
379,2024-02-09,social,desktop
380,2024-01-20,ads,desktop
381,2024-02-04,referral,desktop
382,2024-02-17,referral,mobile
383,2024-01-25,organic,desktop
384,2024-02-04,social,desktop
385,2024-01-25,ads,desktop
386,2024-01-29,social,desktop
387,2024-01-18,social,mobile
388,2024-02-15,ads,desktop
389,2024-01-18,referral,desktop
390,2024-01-02,social,desktop
391,2024-02-23,social,mobile
392,2024-02-04,referral,desktop
393,2024-01-16,ads,desktop
394,2024-03-01,organic,desktop
395,2024-02-10,referral,desktop
396,2024-02-05,organic,mobile
397,2024-02-02,organic,desktop
398,2024-01-04,referral,desktop
399,2024-02-02,social,mobile
400,2024-01-14,organic,mobile
401,2024-01-21,organic,mobile
402,2024-02-17,ads,desktop
403,2024-01-20,social,mobile
404,2024-02-25,organic,desktop
405,2024-01-08,ads,mobile
406,2024-01-07,social,desktop
407,2024-01-03,referral,mobile
408,2024-01-17,referral,desktop
409,2024-02-02,ads,mobile
410,2024-02-17,referral,desktop
411,2024-01-12,organic,desktop
412,2024-02-28,social,desktop
413,2024-02-20,organic,desktop
414,2024-01-22,organic,desktop
415,2024-02-24,referral,desktop
416,2024-01-22,organic,desktop
417,2024-02-15,referral,desktop
418,2024-01-30,social,mobile
419,2024-02-07,social,desktop
420,2024-02-07,organic,desktop
421,2024-02-14,ads,mobile
422,2024-02-20,referral,desktop
423,2024-02-23,referral,mobile
424,2024-01-08,organic,desktop
425,2024-01-27,referral,mobile
426,2024-01-27,referral,mobile
427,2024-02-03,ads,desktop
428,2024-01-21,ads,mobile
429,2024-01-30,organic,desktop
430,2024-02-02,ads,desktop
431,2024-01-28,organic,desktop
432,2024-02-16,social,desktop
433,2024-02-02,organic,mobile
434,2024-01-05,social,desktop
435,2024-02-29,organic,mobile
436,2024-03-01,referral,mobile
437,2024-02-17,ads,desktop
438,2024-01-19,social,desktop
439,2024-01-04,organic,desktop
440,2024-02-04,ads,desktop
441,2024-02-18,organic,mobile
442,2024-01-17,ads,desktop
443,2024-02-13,ads,mobile
444,2024-01-28,organic,desktop
445,2024-01-30,social,desktop
446,2024-01-29,social,desktop
447,2024-02-15,referral,desktop
448,2024-02-22,ads,mobile
449,2024-01-06,referral,mobile
450,2024-02-04,referral,desktop
451,2024-02-29,organic,mobile
452,2024-02-10,organic,mobile
453,2024-02-06,organic,desktop
454,2024-01-24,ads,desktop
455,2024-01-29,organic,mobile
456,2024-02-18,organic,mobile
457,2024-02-15,ads,mobile
458,2024-02-22,ads,mobile
459,2024-01-31,social,desktop
460,2024-02-04,organic,desktop
461,2024-02-29,organic,mobile
462,2024-02-02,organic,desktop
463,2024-02-21,social,mobile
464,2024-03-01,organic,mobile
465,2024-01-21,social,desktop
466,2024-02-01,referral,mobile
467,2024-01-23,social,mobile
468,2024-02-02,referral,desktop
469,2024-01-03,organic,desktop
470,2024-01-18,referral,mobile
471,2024-01-25,social,mobile
472,2024-02-11,ads,desktop
473,2024-01-31,referral,mobile
474,2024-02-23,referral,mobile
475,2024-02-27,organic,desktop
476,2024-01-03,social,desktop
477,2024-02-09,referral,desktop
478,2024-02-15,referral,desktop
479,2024-01-24,referral,desktop
480,2024-02-19,referral,desktop
481,2024-02-01,ads,mobile
482,2024-02-16,social,mobile
483,2024-01-22,organic,desktop
484,2024-01-23,organic,desktop
485,2024-01-02,ads,mobile
486,2024-01-27,social,mobile
487,2024-02-11,referral,mobile
488,2024-01-02,ads,desktop
489,2024-01-26,social,desktop
490,2024-01-17,referral,mobile
491,2024-02-09,ads,desktop
492,2024-02-02,social,desktop
493,2024-01-09,organic,desktop
494,2024-02-12,organic,mobile
495,2024-02-23,social,mobile
496,2024-02-17,organic,desktop
497,2024-02-08,social,desktop
498,2024-01-29,referral,desktop
499,2024-02-11,social,desktop
500,2024-02-24,referral,desktop
501,2024-01-26,ads,mobile
502,2024-02-04,social,desktop
503,2024-02-19,ads,desktop
504,2024-01-25,organic,desktop
505,2024-01-24,referral,mobile
506,2024-01-13,social,mobile
507,2024-02-29,ads,desktop
508,2024-02-27,referral,mobile
509,2024-01-07,referral,mobile
510,2024-02-26,organic,mobile
511,2024-02-05,organic,mobile
512,2024-02-14,referral,mobile
513,2024-01-20,referral,mobile
514,2024-01-01,social,desktop
515,2024-01-08,referral,mobile
516,2024-02-15,social,mobile
517,2024-01-16,referral,desktop
518,2024-01-14,organic,desktop
519,2024-01-12,social,desktop
520,2024-02-20,ads,desktop
521,2024-01-23,organic,mobile
522,2024-01-15,social,mobile
523,2024-01-28,social,mobile
524,2024-02-03,ads,mobile
525,2024-01-02,social,desktop
526,2024-02-01,referral,mobile
527,2024-01-23,ads,mobile
528,2024-01-22,organic,desktop
529,2024-02-20,organic,mobile
530,2024-01-25,referral,mobile
531,2024-02-27,organic,mobile
532,2024-03-01,social,mobile
533,2024-01-22,social,desktop
534,2024-02-27,referral,desktop
535,2024-02-27,organic,desktop
536,2024-01-22,organic,desktop
537,2024-02-18,referral,desktop
538,2024-02-21,ads,mobile
539,2024-02-11,organic,mobile
540,2024-01-06,ads,desktop
541,2024-01-15,organic,desktop
542,2024-02-23,organic,desktop
543,2024-02-12,organic,mobile
544,2024-02-29,organic,desktop
545,2024-02-06,social,mobile
546,2024-02-02,ads,mobile
547,2024-01-08,ads,mobile
548,2024-02-22,organic,mobile
549,2024-02-29,organic,desktop
550,2024-02-13,ads,mobile
551,2024-02-13,social,mobile
552,2024-01-05,referral,desktop
553,2024-02-08,referral,mobile
554,2024-01-04,ads,mobile
555,2024-01-06,organic,mobile
556,2024-02-14,organic,desktop
557,2024-02-01,social,mobile
558,2024-02-21,referral,mobile
559,2024-01-30,social,desktop
560,2024-02-16,referral,desktop
561,2024-02-04,ads,mobile
562,2024-02-24,referral,mobile
563,2024-02-09,social,desktop
564,2024-02-21,social,mobile
565,2024-01-16,social,desktop
566,2024-01-13,ads,mobile
567,2024-02-19,referral,desktop
568,2024-02-29,referral,mobile
569,2024-02-11,social,desktop
570,2024-01-30,referral,desktop
571,2024-01-19,organic,desktop
572,2024-01-17,organic,desktop
573,2024-02-25,organic,desktop
574,2024-01-19,referral,mobile
575,2024-01-28,ads,mobile
576,2024-02-27,ads,desktop
577,2024-02-24,ads,mobile
578,2024-01-26,ads,mobile
579,2024-02-06,organic,mobile
580,2024-01-26,organic,mobile
581,2024-02-22,social,mobile
582,2024-01-23,referral,mobile
583,2024-01-09,referral,desktop
584,2024-01-12,ads,mobile
585,2024-02-22,organic,mobile
586,2024-01-01,ads,mobile
587,2024-02-27,social,desktop
588,2024-02-27,referral,mobile
589,2024-01-01,referral,mobile
590,2024-02-16,ads,mobile
591,2024-02-03,social,desktop
592,2024-02-01,referral,mobile
593,2024-02-23,social,desktop
594,2024-02-17,social,mobile
595,2024-01-25,ads,desktop
596,2024-02-09,organic,desktop
597,2024-02-14,ads,desktop
598,2024-02-22,organic,mobile
599,2024-01-01,social,desktop
600,2024-01-16,organic,desktop
601,2024-03-01,social,desktop
602,2024-02-08,referral,desktop
603,2024-01-05,referral,mobile
604,2024-01-22,referral,mobile
605,2024-01-29,ads,mobile
606,2024-02-24,ads,mobile
607,2024-01-03,social,desktop
608,2024-01-12,referral,mobile
609,2024-01-26,ads,desktop
610,2024-01-16,referral,mobile
611,2024-02-20,ads,mobile
612,2024-02-06,organic,mobile
613,2024-01-22,organic,desktop
614,2024-02-26,referral,mobile
615,2024-01-29,social,mobile
616,2024-01-14,ads,mobile
617,2024-01-28,ads,desktop
618,2024-01-05,organic,mobile
619,2024-02-16,organic,mobile
620,2024-02-18,social,desktop
621,2024-01-30,social,desktop
622,2024-02-15,social,mobile
623,2024-02-21,referral,mobile
624,2024-01-05,organic,mobile
625,2024-01-12,referral,desktop
626,2024-01-16,organic,desktop
627,2024-01-26,organic,desktop
628,2024-01-26,ads,mobile
629,2024-02-17,organic,desktop
630,2024-01-21,organic,mobile
631,2024-02-08,referral,desktop
632,2024-02-05,organic,desktop
633,2024-02-02,referral,desktop
634,2024-01-30,social,mobile
635,2024-02-06,organic,mobile
636,2024-01-23,organic,mobile
637,2024-02-27,referral,mobile
638,2024-01-10,social,desktop
639,2024-02-23,ads,mobile
640,2024-01-05,social,desktop
641,2024-02-05,referral,mobile
642,2024-02-03,social,mobile
643,2024-02-21,referral,desktop
644,2024-01-31,referral,desktop
645,2024-01-10,ads,mobile
646,2024-02-27,organic,mobile
647,2024-01-19,referral,desktop
648,2024-02-27,referral,desktop
649,2024-02-01,ads,desktop
650,2024-01-01,referral,desktop
651,2024-02-25,organic,desktop
652,2024-01-05,ads,mobile
653,2024-02-14,organic,mobile
654,2024-01-04,organic,mobile
655,2024-01-16,ads,mobile
656,2024-01-24,referral,desktop
657,2024-01-16,organic,desktop
658,2024-02-24,organic,desktop
659,2024-01-02,organic,mobile
660,2024-02-18,organic,desktop
661,2024-01-28,ads,desktop
662,2024-02-01,ads,mobile
663,2024-01-27,social,mobile
664,2024-01-20,social,mobile
665,2024-01-24,organic,desktop
666,2024-01-12,referral,desktop
667,2024-02-19,organic,mobile
668,2024-02-04,referral,mobile
669,2024-02-29,organic,desktop
670,2024-02-02,social,mobile
671,2024-02-02,social,desktop
672,2024-03-01,referral,mobile
673,2024-02-20,organic,mobile
674,2024-02-12,referral,mobile
675,2024-02-06,social,desktop
676,2024-01-12,organic,desktop
677,2024-01-03,organic,mobile
678,2024-01-01,referral,desktop
679,2024-02-02,ads,mobile
680,2024-02-09,referral,mobile
681,2024-01-10,social,desktop
682,2024-02-12,social,desktop
683,2024-02-13,social,desktop
684,2024-01-29,social,desktop
685,2024-01-13,social,mobile
686,2024-01-12,ads,desktop
687,2024-01-31,organic,desktop
688,2024-02-15,referral,mobile
689,2024-01-02,referral,mobile
690,2024-03-01,social,mobile
691,2024-02-20,referral,mobile
692,2024-02-19,social,desktop
693,2024-02-04,ads,desktop
694,2024-01-23,ads,mobile
695,2024-01-17,organic,mobile
696,2024-01-26,ads,desktop
697,2024-01-08,ads,desktop
698,2024-01-29,organic,desktop
699,2024-01-26,referral,desktop
700,2024-01-10,social,desktop
701,2024-01-26,social,mobile
702,2024-02-03,referral,mobile
703,2024-02-20,organic,mobile
704,2024-02-10,referral,mobile
705,2024-01-07,ads,desktop
706,2024-01-04,organic,mobile
707,2024-02-27,organic,desktop
708,2024-02-22,organic,desktop
709,2024-02-19,social,desktop
710,2024-02-14,referral,desktop
711,2024-01-11,organic,desktop
712,2024-01-29,organic,desktop
713,2024-02-25,organic,desktop
714,2024-02-05,referral,mobile
715,2024-01-25,social,desktop
716,2024-01-21,ads,mobile
717,2024-03-01,social,mobile
718,2024-02-26,organic,desktop
719,2024-02-05,social,desktop
720,2024-01-10,social,mobile
721,2024-02-06,ads,mobile
722,2024-01-09,referral,mobile
723,2024-01-24,referral,mobile
724,2024-02-04,social,desktop
725,2024-02-18,social,desktop
726,2024-02-04,referral,desktop
727,2024-02-17,referral,mobile
728,2024-02-05,ads,desktop
729,2024-01-18,organic,mobile
730,2024-02-18,social,desktop
731,2024-02-08,referral,mobile
732,2024-02-01,social,desktop
733,2024-01-24,social,desktop
734,2024-01-23,referral,mobile
735,2024-02-01,ads,mobile
736,2024-02-06,social,mobile
737,2024-01-12,ads,mobile
738,2024-02-18,referral,mobile
739,2024-02-24,organic,desktop
740,2024-01-13,organic,mobile
741,2024-01-23,social,desktop
742,2024-01-25,referral,desktop
743,2024-02-04,ads,desktop
744,2024-02-10,social,desktop
745,2024-01-30,referral,desktop
746,2024-01-17,referral,mobile
747,2024-02-18,ads,mobile
748,2024-01-20,social,desktop
749,2024-02-17,referral,desktop
750,2024-01-25,referral,mobile
751,2024-01-22,referral,mobile
752,2024-01-13,ads,desktop
753,2024-02-28,social,mobile
754,2024-01-19,social,mobile
755,2024-02-18,social,mobile
756,2024-02-05,social,desktop
757,2024-01-12,organic,mobile
758,2024-03-01,organic,desktop
759,2024-02-10,social,desktop
760,2024-01-19,ads,desktop
761,2024-01-12,organic,desktop
762,2024-01-09,referral,desktop
763,2024-01-07,organic,mobile
764,2024-01-28,referral,desktop
765,2024-01-14,social,desktop
766,2024-01-31,organic,desktop
767,2024-02-21,ads,mobile
768,2024-01-19,organic,mobile
769,2024-02-27,organic,mobile
770,2024-02-16,organic,mobile
771,2024-01-16,social,mobile
772,2024-02-22,ads,mobile
773,2024-01-05,organic,mobile
774,2024-02-04,ads,desktop
775,2024-01-12,social,desktop
776,2024-01-25,referral,mobile
777,2024-02-21,organic,desktop
778,2024-02-28,ads,desktop
779,2024-01-21,ads,mobile
780,2024-02-05,social,desktop
781,2024-02-22,organic,desktop
782,2024-01-23,referral,mobile
783,2024-01-16,ads,desktop
784,2024-02-26,organic,mobile
785,2024-02-08,referral,mobile
786,2024-02-14,ads,desktop
787,2024-02-22,ads,desktop
788,2024-02-11,referral,desktop
789,2024-02-27,referral,mobile
790,2024-02-08,social,mobile
791,2024-01-14,organic,mobile
792,2024-01-31,organic,desktop
793,2024-02-27,social,desktop
794,2024-01-05,ads,mobile
795,2024-02-04,referral,desktop
796,2024-01-23,referral,desktop
797,2024-01-29,referral,mobile
798,2024-02-12,ads,mobile
799,2024-01-11,referral,desktop
800,2024-01-18,referral,mobile
801,2024-02-16,social,desktop
802,2024-01-12,ads,mobile
803,2024-01-09,organic,mobile
804,2024-01-10,social,mobile
805,2024-02-27,social,desktop
806,2024-02-13,organic,desktop
807,2024-01-17,social,mobile
808,2024-03-01,ads,mobile
809,2024-02-07,referral,mobile
810,2024-01-07,ads,desktop
811,2024-02-15,organic,mobile
812,2024-01-13,organic,mobile
813,2024-02-09,social,mobile
814,2024-02-11,ads,mobile
815,2024-01-09,ads,desktop
816,2024-02-19,organic,desktop
817,2024-01-27,ads,mobile
818,2024-02-27,organic,desktop
819,2024-01-02,ads,desktop
820,2024-01-05,ads,desktop
821,2024-01-29,ads,mobile
822,2024-02-06,organic,desktop
823,2024-02-07,social,desktop
824,2024-01-19,ads,desktop
825,2024-01-08,organic,mobile
826,2024-02-17,organic,mobile
827,2024-02-14,ads,desktop
828,2024-01-01,ads,desktop
829,2024-01-22,social,mobile
830,2024-02-21,organic,mobile
831,2024-01-17,organic,desktop
832,2024-01-07,referral,desktop
833,2024-01-25,organic,mobile
834,2024-02-14,social,mobile
835,2024-01-04,referral,desktop
836,2024-02-05,referral,mobile
837,2024-01-06,referral,desktop
838,2024-02-29,ads,desktop
839,2024-01-31,ads,desktop
840,2024-01-19,organic,mobile
841,2024-03-01,referral,desktop
842,2024-02-13,social,desktop
843,2024-02-23,ads,mobile
844,2024-02-08,social,mobile
845,2024-01-27,social,desktop
846,2024-01-10,ads,desktop
847,2024-01-26,ads,mobile
848,2024-01-19,ads,mobile
849,2024-02-08,ads,mobile
850,2024-01-03,referral,desktop
851,2024-02-14,referral,desktop
852,2024-01-13,referral,desktop
853,2024-02-19,referral,mobile
854,2024-01-28,organic,desktop
855,2024-02-27,referral,mobile
856,2024-01-20,ads,desktop
857,2024-01-28,social,mobile
858,2024-01-08,referral,desktop
859,2024-03-01,organic,desktop
860,2024-02-10,ads,mobile
861,2024-02-08,social,mobile
862,2024-01-01,social,desktop
863,2024-01-03,referral,mobile
864,2024-01-13,social,mobile
865,2024-01-28,referral,desktop
866,2024-02-26,referral,mobile
867,2024-02-29,ads,desktop
868,2024-02-18,ads,desktop
869,2024-01-25,organic,mobile
870,2024-02-25,ads,mobile
871,2024-02-02,ads,desktop
872,2024-02-07,referral,desktop
873,2024-02-22,ads,desktop
874,2024-01-06,referral,desktop
875,2024-02-27,referral,desktop
876,2024-02-13,ads,desktop
877,2024-02-14,organic,mobile
878,2024-02-01,organic,mobile
879,2024-02-14,social,mobile
880,2024-03-01,social,desktop
881,2024-02-16,ads,mobile
882,2024-01-21,organic,desktop
883,2024-01-16,referral,desktop
884,2024-02-23,social,mobile
885,2024-01-21,referral,desktop
886,2024-01-11,social,desktop
