user_id,event_type,event_date,lesson_id,lesson_date
57,start_lesson,2024-01-29,407,2024-01-29
59,start_lesson,2024-02-02,502,2024-02-02
60,start_lesson,2024-01-16,749,2024-01-16
60,start_lesson,2024-01-17,529,2024-01-17
61,start_lesson,2024-02-08,175,2024-02-08
61,start_lesson,2024-01-30,438,2024-01-30
62,start_lesson,2024-03-30,864,2024-03-30
67,start_lesson,2024-02-23,549,2024-02-23
67,start_lesson,2024-02-07,178,2024-02-07
68,start_lesson,2024-03-23,137,2024-03-23
69,start_lesson,2024-01-21,417,2024-01-21
69,start_lesson,2024-01-19,427,2024-01-19
71,start_lesson,2024-02-21,529,2024-02-21
71,start_lesson,2024-02-13,262,2024-02-13
72,start_lesson,2024-02-27,457,2024-02-27
72,start_lesson,2024-02-21,739,2024-02-21
73,start_lesson,2024-03-11,769,2024-03-11
74,start_lesson,2024-01-26,428,2024-01-26
74,start_lesson,2024-01-08,930,2024-01-08
74,start_lesson,2024-02-04,513,2024-02-04
75,start_lesson,2024-02-24,980,2024-02-24
75,start_lesson,2024-02-22,694,2024-02-22
75,start_lesson,2024-03-08,575,2024-03-08
78,start_lesson,2024-03-14,555,2024-03-14
78,start_lesson,2024-02-20,828,2024-02-20
79,start_lesson,2024-03-05,813,2024-03-05
79,start_lesson,2024-02-16,889,2024-02-16
80,start_lesson,2024-02-10,251,2024-02-10
83,start_lesson,2024-02-20,637,2024-02-20
87,start_lesson,2024-01-14,514,2024-01-14
87,start_lesson,2024-01-14,442,2024-01-14
87,start_lesson,2024-01-28,865,2024-01-28
88,start_lesson,2024-03-09,485,2024-03-09
90,start_lesson,2024-01-23,862,2024-01-23
92,start_lesson,2024-01-30,266,2024-01-30
93,start_lesson,2024-01-27,964,2024-01-27
93,start_lesson,2024-01-19,571,2024-01-19
94,start_lesson,2024-02-19,239,2024-02-19
94,start_lesson,2024-02-17,328,2024-02-17
95,start_lesson,2024-03-09,172,2024-03-09
96,start_lesson,2024-02-14,527,2024-02-14
97,start_lesson,2024-01-13,398,2024-01-13
97,start_lesson,2024-01-19,335,2024-01-19
98,start_lesson,2024-02-21,806,2024-02-21
98,start_lesson,2024-02-28,699,2024-02-28
100,start_lesson,2024-02-09,196,2024-02-09
102,start_lesson,2024-02-10,577,2024-02-10
102,start_lesson,2024-02-11,777,2024-02-11
103,start_lesson,2024-01-30,590,2024-01-30
107,start_lesson,2024-03-04,395,2024-03-04
111,start_lesson,2024-02-25,505,2024-02-25
112,start_lesson,2024-02-12,814,2024-02-12
114,start_lesson,2024-03-22,546,2024-03-22
114,start_lesson,2024-03-10,798,2024-03-10
114,start_lesson,2024-03-16,374,2024-03-16
115,start_lesson,2024-01-26,119,2024-01-26
115,start_lesson,2024-02-20,986,2024-02-20
117,start_lesson,2024-02-20,684,2024-02-20
117,start_lesson,2024-01-31,526,2024-01-31
118,start_lesson,2024-03-15,949,2024-03-15
118,start_lesson,2024-03-08,460,2024-03-08
121,start_lesson,2024-02-20,409,2024-02-20
122,start_lesson,2024-02-28,693,2024-02-28
123,start_lesson,2024-02-10,907,2024-02-10
125,start_lesson,2024-02-25,455,2024-02-25
125,start_lesson,2024-03-13,126,2024-03-13
125,start_lesson,2024-02-26,752,2024-02-26
126,start_lesson,2024-01-30,146,2024-01-30
127,start_lesson,2024-02-12,555,2024-02-12
128,start_lesson,2024-01-19,211,2024-01-19
129,start_lesson,2024-02-03,846,2024-02-03
131,start_lesson,2024-01-14,762,2024-01-14
132,start_lesson,2024-03-02,474,2024-03-02
132,start_lesson,2024-02-27,414,2024-02-27
134,start_lesson,2024-01-24,944,2024-01-24
134,start_lesson,2024-02-07,225,2024-02-07
137,start_lesson,2024-02-10,106,2024-02-10
139,start_lesson,2024-02-24,661,2024-02-24
139,start_lesson,2024-03-02,459,2024-03-02
142,start_lesson,2024-03-22,677,2024-03-22
143,start_lesson,2024-02-01,998,2024-02-01
144,start_lesson,2024-02-29,461,2024-02-29
147,start_lesson,2024-03-03,778,2024-03-03
148,start_lesson,2024-02-12,863,2024-02-12
149,start_lesson,2024-01-25,874,2024-01-25
152,start_lesson,2024-02-07,807,2024-02-07
153,start_lesson,2024-02-15,794,2024-02-15
153,start_lesson,2024-02-14,363,2024-02-14
154,start_lesson,2024-02-08,899,2024-02-08
154,start_lesson,2024-02-18,374,2024-02-18
155,start_lesson,2024-03-02,729,2024-03-02
155,start_lesson,2024-02-19,495,2024-02-19
155,start_lesson,2024-03-10,412,2024-03-10
156,start_lesson,2024-03-16,958,2024-03-16
159,start_lesson,2024-02-13,591,2024-02-13
159,start_lesson,2024-02-06,888,2024-02-06
160,start_lesson,2024-03-01,503,2024-03-01
160,start_lesson,2024-02-10,476,2024-02-10
162,start_lesson,2024-02-28,743,2024-02-28
162,start_lesson,2024-03-08,758,2024-03-08
163,start_lesson,2024-02-05,640,2024-02-05
164,start_lesson,2024-02-22,938,2024-02-22
166,start_lesson,2024-01-07,419,2024-01-07
168,start_lesson,2024-03-06,324,2024-03-06
169,start_lesson,2024-03-07,555,2024-03-07
170,start_lesson,2024-01-15,750,2024-01-15
170,start_lesson,2024-02-06,388,2024-02-06
171,start_lesson,2024-01-08,380,2024-01-08
172,start_lesson,2024-01-11,516,2024-01-11
174,start_lesson,2024-02-17,583,2024-02-17
174,start_lesson,2024-02-03,637,2024-02-03
177,start_lesson,2024-02-21,903,2024-02-21
178,start_lesson,2024-02-13,878,2024-02-13
178,start_lesson,2024-01-29,897,2024-01-29
179,start_lesson,2024-01-17,412,2024-01-17
179,start_lesson,2024-01-23,708,2024-01-23
180,start_lesson,2024-01-18,749,2024-01-18
180,start_lesson,2024-01-27,892,2024-01-27
181,start_lesson,2024-01-15,707,2024-01-15
182,start_lesson,2024-02-15,156,2024-02-15
182,start_lesson,2024-02-17,222,2024-02-17
183,start_lesson,2024-03-05,842,2024-03-05
184,start_lesson,2024-03-11,389,2024-03-11
185,start_lesson,2024-01-15,697,2024-01-15
185,start_lesson,2024-02-01,409,2024-02-01
186,start_lesson,2024-03-12,662,2024-03-12
187,start_lesson,2024-02-15,327,2024-02-15
193,start_lesson,2024-01-06,105,2024-01-06
196,start_lesson,2024-02-04,542,2024-02-04
196,start_lesson,2024-02-02,409,2024-02-02
197,start_lesson,2024-02-29,884,2024-02-29
198,start_lesson,2024-02-17,955,2024-02-17
199,start_lesson,2024-01-22,101,2024-01-22
200,start_lesson,2024-03-04,887,2024-03-04
201,start_lesson,2024-02-22,702,2024-02-22
202,start_lesson,2024-02-19,873,2024-02-19
202,start_lesson,2024-02-15,853,2024-02-15
203,start_lesson,2024-02-07,474,2024-02-07
203,start_lesson,2024-01-15,345,2024-01-15
204,start_lesson,2024-02-12,571,2024-02-12
205,start_lesson,2024-01-23,690,2024-01-23
205,start_lesson,2024-01-18,922,2024-01-18
207,start_lesson,2024-03-17,403,2024-03-17
210,start_lesson,2024-01-16,157,2024-01-16
211,start_lesson,2024-02-24,324,2024-02-24
212,start_lesson,2024-03-08,525,2024-03-08
213,start_lesson,2024-03-07,301,2024-03-07
215,start_lesson,2024-01-28,617,2024-01-28
216,start_lesson,2024-02-10,129,2024-02-10
217,start_lesson,2024-02-17,250,2024-02-17
218,start_lesson,2024-02-22,647,2024-02-22
218,start_lesson,2024-03-09,209,2024-03-09
218,start_lesson,2024-03-09,220,2024-03-09
219,start_lesson,2024-03-12,340,2024-03-12
220,start_lesson,2024-02-02,870,2024-02-02
221,start_lesson,2024-02-26,701,2024-02-26
221,start_lesson,2024-02-10,129,2024-02-10
222,start_lesson,2024-02-08,565,2024-02-08
223,start_lesson,2024-03-13,564,2024-03-13
225,start_lesson,2024-02-20,336,2024-02-20
225,start_lesson,2024-02-26,470,2024-02-26
226,start_lesson,2024-02-06,781,2024-02-06
230,start_lesson,2024-03-15,248,2024-03-15
230,start_lesson,2024-03-10,473,2024-03-10
230,start_lesson,2024-03-22,699,2024-03-22
230,start_lesson,2024-03-18,615,2024-03-18
231,start_lesson,2024-02-09,532,2024-02-09
231,start_lesson,2024-02-24,351,2024-02-24
232,start_lesson,2024-02-28,572,2024-02-28
232,start_lesson,2024-03-08,662,2024-03-08
235,start_lesson,2024-02-15,635,2024-02-15
236,start_lesson,2024-02-02,145,2024-02-02
238,start_lesson,2024-02-04,727,2024-02-04
238,start_lesson,2024-01-21,638,2024-01-21
239,start_lesson,2024-01-31,706,2024-01-31
241,start_lesson,2024-01-25,978,2024-01-25
241,start_lesson,2024-02-08,534,2024-02-08
241,start_lesson,2024-02-02,710,2024-02-02
244,start_lesson,2024-03-20,727,2024-03-20
244,start_lesson,2024-02-27,375,2024-02-27
245,start_lesson,2024-02-12,947,2024-02-12
246,start_lesson,2024-03-02,607,2024-03-02
247,start_lesson,2024-01-28,194,2024-01-28
249,start_lesson,2024-03-07,810,2024-03-07
249,start_lesson,2024-03-27,245,2024-03-27
251,start_lesson,2024-02-29,766,2024-02-29
252,start_lesson,2024-02-04,881,2024-02-04
252,start_lesson,2024-02-13,501,2024-02-13
253,start_lesson,2024-02-17,932,2024-02-17
254,start_lesson,2024-02-20,603,2024-02-20
254,start_lesson,2024-02-21,514,2024-02-21
255,start_lesson,2024-03-03,375,2024-03-03
255,start_lesson,2024-02-21,425,2024-02-21
257,start_lesson,2024-03-17,355,2024-03-17
257,start_lesson,2024-03-03,656,2024-03-03
260,start_lesson,2024-01-14,612,2024-01-14
261,start_lesson,2024-02-26,246,2024-02-26
263,start_lesson,2024-01-21,394,2024-01-21
264,start_lesson,2024-03-10,474,2024-03-10
268,start_lesson,2024-02-03,766,2024-02-03
269,start_lesson,2024-03-19,155,2024-03-19
270,start_lesson,2024-03-12,325,2024-03-12
270,start_lesson,2024-03-16,618,2024-03-16
272,start_lesson,2024-01-18,119,2024-01-18
273,start_lesson,2024-02-20,258,2024-02-20
273,start_lesson,2024-02-11,569,2024-02-11
275,start_lesson,2024-02-09,951,2024-02-09
275,start_lesson,2024-01-27,690,2024-01-27
275,start_lesson,2024-02-10,465,2024-02-10
276,start_lesson,2024-02-15,100,2024-02-15
279,start_lesson,2024-01-25,947,2024-01-25
279,start_lesson,2024-01-23,328,2024-01-23
281,start_lesson,2024-01-18,824,2024-01-18
283,start_lesson,2024-02-28,382,2024-02-28
285,start_lesson,2024-02-23,859,2024-02-23
285,start_lesson,2024-02-10,218,2024-02-10
285,start_lesson,2024-02-01,990,2024-02-01
286,start_lesson,2024-02-01,326,2024-02-01
288,start_lesson,2024-03-06,123,2024-03-06
289,start_lesson,2024-01-04,801,2024-01-04
289,start_lesson,2024-01-28,407,2024-01-28
290,start_lesson,2024-03-04,406,2024-03-04
291,start_lesson,2024-01-24,668,2024-01-24
292,start_lesson,2024-02-29,593,2024-02-29
293,start_lesson,2024-03-22,607,2024-03-22
294,start_lesson,2024-01-17,410,2024-01-17
295,start_lesson,2024-03-01,920,2024-03-01
296,start_lesson,2024-02-06,188,2024-02-06
296,start_lesson,2024-01-26,374,2024-01-26
300,start_lesson,2024-02-01,720,2024-02-01
301,start_lesson,2024-02-17,752,2024-02-17
302,start_lesson,2024-01-23,896,2024-01-23
302,start_lesson,2024-01-25,579,2024-01-25
303,start_lesson,2024-03-12,987,2024-03-12
303,start_lesson,2024-03-15,556,2024-03-15
304,start_lesson,2024-02-13,855,2024-02-13
304,start_lesson,2024-02-03,996,2024-02-03
305,start_lesson,2024-02-24,685,2024-02-24
305,start_lesson,2024-02-28,454,2024-02-28
306,start_lesson,2024-02-03,361,2024-02-03
307,start_lesson,2024-03-03,275,2024-03-03
307,start_lesson,2024-03-05,503,2024-03-05
308,start_lesson,2024-03-14,329,2024-03-14
309,start_lesson,2024-02-03,687,2024-02-03
310,start_lesson,2024-01-30,422,2024-01-30
313,start_lesson,2024-02-08,794,2024-02-08
313,start_lesson,2024-01-30,885,2024-01-30
314,start_lesson,2024-03-07,376,2024-03-07
316,start_lesson,2024-02-10,838,2024-02-10
319,start_lesson,2024-01-06,776,2024-01-06
319,start_lesson,2024-01-29,374,2024-01-29
320,start_lesson,2024-02-14,316,2024-02-14
321,start_lesson,2024-01-27,923,2024-01-27
322,start_lesson,2024-02-08,289,2024-02-08
323,start_lesson,2024-01-21,117,2024-01-21
323,start_lesson,2024-01-27,843,2024-01-27
323,start_lesson,2024-02-03,513,2024-02-03
325,start_lesson,2024-02-21,283,2024-02-21
326,start_lesson,2024-02-24,717,2024-02-24
326,start_lesson,2024-02-21,342,2024-02-21
328,start_lesson,2024-03-05,525,2024-03-05
334,start_lesson,2024-03-21,152,2024-03-21
334,start_lesson,2024-03-16,325,2024-03-16
335,start_lesson,2024-01-30,813,2024-01-30
337,start_lesson,2024-02-11,697,2024-02-11
337,start_lesson,2024-02-02,661,2024-02-02
340,start_lesson,2024-02-25,994,2024-02-25
340,start_lesson,2024-02-14,871,2024-02-14
341,start_lesson,2024-02-27,418,2024-02-27
341,start_lesson,2024-03-02,806,2024-03-02
341,start_lesson,2024-03-05,468,2024-03-05
345,start_lesson,2024-01-30,347,2024-01-30
347,start_lesson,2024-03-05,667,2024-03-05
349,start_lesson,2024-03-07,276,2024-03-07
349,start_lesson,2024-03-27,575,2024-03-27
350,start_lesson,2024-03-09,761,2024-03-09
353,start_lesson,2024-03-05,112,2024-03-05
354,start_lesson,2024-01-21,460,2024-01-21
354,start_lesson,2024-01-24,388,2024-01-24
357,start_lesson,2024-02-14,530,2024-02-14
359,start_lesson,2024-03-04,675,2024-03-04
360,start_lesson,2024-02-04,438,2024-02-04
360,start_lesson,2024-01-13,716,2024-01-13
361,start_lesson,2024-02-14,850,2024-02-14
362,start_lesson,2024-02-18,133,2024-02-18
362,start_lesson,2024-02-20,423,2024-02-20
363,start_lesson,2024-02-13,650,2024-02-13
364,start_lesson,2024-03-18,555,2024-03-18
365,start_lesson,2024-01-30,324,2024-01-30
367,start_lesson,2024-01-25,740,2024-01-25
367,start_lesson,2024-02-05,232,2024-02-05
369,start_lesson,2024-03-08,579,2024-03-08
369,start_lesson,2024-02-29,651,2024-02-29
371,start_lesson,2024-02-02,930,2024-02-02
371,start_lesson,2024-02-06,996,2024-02-06
372,start_lesson,2024-01-26,320,2024-01-26
374,start_lesson,2024-01-15,500,2024-01-15
374,start_lesson,2024-01-12,705,2024-01-12
375,start_lesson,2024-03-06,710,2024-03-06
378,start_lesson,2024-02-09,159,2024-02-09
378,start_lesson,2024-02-15,740,2024-02-15
380,start_lesson,2024-02-10,231,2024-02-10
382,start_lesson,2024-03-10,492,2024-03-10
383,start_lesson,2024-01-25,912,2024-01-25
385,start_lesson,2024-02-08,680,2024-02-08
385,start_lesson,2024-01-25,113,2024-01-25
387,start_lesson,2024-02-10,534,2024-02-10
387,start_lesson,2024-02-03,573,2024-02-03
388,start_lesson,2024-02-23,250,2024-02-23
388,start_lesson,2024-03-06,785,2024-03-06
389,start_lesson,2024-02-11,569,2024-02-11
389,start_lesson,2024-01-27,510,2024-01-27
390,start_lesson,2024-01-04,444,2024-01-04
391,start_lesson,2024-03-09,903,2024-03-09
391,start_lesson,2024-02-27,295,2024-02-27
391,start_lesson,2024-02-25,643,2024-02-25
393,start_lesson,2024-01-20,172,2024-01-20
394,start_lesson,2024-03-16,293,2024-03-16
395,start_lesson,2024-02-18,661,2024-02-18
396,start_lesson,2024-02-12,668,2024-02-12
399,start_lesson,2024-02-19,728,2024-02-19
399,start_lesson,2024-02-05,291,2024-02-05
401,start_lesson,2024-01-21,529,2024-01-21
401,start_lesson,2024-02-07,600,2024-02-07
403,start_lesson,2024-01-29,316,2024-01-29
404,start_lesson,2024-03-10,722,2024-03-10
404,start_lesson,2024-03-05,584,2024-03-05
405,start_lesson,2024-02-05,700,2024-02-05
405,start_lesson,2024-02-01,459,2024-02-01
409,start_lesson,2024-02-21,921,2024-02-21
410,start_lesson,2024-03-08,408,2024-03-08
412,start_lesson,2024-03-07,768,2024-03-07
413,start_lesson,2024-03-20,520,2024-03-20
415,start_lesson,2024-03-20,680,2024-03-20
415,start_lesson,2024-03-11,881,2024-03-11
416,start_lesson,2024-02-21,836,2024-02-21
416,start_lesson,2024-02-06,510,2024-02-06
417,start_lesson,2024-03-12,616,2024-03-12
417,start_lesson,2024-03-01,342,2024-03-01
418,start_lesson,2024-02-24,729,2024-02-24
418,start_lesson,2024-02-11,271,2024-02-11
419,start_lesson,2024-02-09,754,2024-02-09
422,start_lesson,2024-03-03,934,2024-03-03
424,start_lesson,2024-01-16,868,2024-01-16
424,start_lesson,2024-01-11,559,2024-01-11
427,start_lesson,2024-02-26,464,2024-02-26
429,start_lesson,2024-02-18,929,2024-02-18
430,start_lesson,2024-02-12,177,2024-02-12
430,start_lesson,2024-03-01,668,2024-03-01
430,start_lesson,2024-02-14,589,2024-02-14
431,start_lesson,2024-02-02,631,2024-02-02
431,start_lesson,2024-02-24,625,2024-02-24
434,start_lesson,2024-02-04,305,2024-02-04
435,start_lesson,2024-03-18,848,2024-03-18
435,start_lesson,2024-03-13,792,2024-03-13
437,start_lesson,2024-03-02,390,2024-03-02
437,start_lesson,2024-03-15,800,2024-03-15
439,start_lesson,2024-01-11,603,2024-01-11
439,start_lesson,2024-01-19,758,2024-01-19
440,start_lesson,2024-02-22,951,2024-02-22
441,start_lesson,2024-02-28,653,2024-02-28
443,start_lesson,2024-02-23,527,2024-02-23
445,start_lesson,2024-02-11,570,2024-02-11
446,start_lesson,2024-02-28,965,2024-02-28
446,start_lesson,2024-02-24,612,2024-02-24
447,start_lesson,2024-03-04,423,2024-03-04
447,start_lesson,2024-02-15,715,2024-02-15
449,start_lesson,2024-02-02,354,2024-02-02
450,start_lesson,2024-02-19,820,2024-02-19
452,start_lesson,2024-03-05,829,2024-03-05
453,start_lesson,2024-02-21,689,2024-02-21
453,start_lesson,2024-02-18,150,2024-02-18
453,start_lesson,2024-02-08,899,2024-02-08
454,start_lesson,2024-02-05,199,2024-02-05
458,start_lesson,2024-03-19,823,2024-03-19
458,start_lesson,2024-03-23,563,2024-03-23
460,start_lesson,2024-02-26,598,2024-02-26
460,start_lesson,2024-03-04,336,2024-03-04
463,start_lesson,2024-03-21,906,2024-03-21
463,start_lesson,2024-03-18,571,2024-03-18
464,start_lesson,2024-03-21,497,2024-03-21
465,start_lesson,2024-01-27,256,2024-01-27
466,start_lesson,2024-02-09,397,2024-02-09
466,start_lesson,2024-02-24,113,2024-02-24
467,start_lesson,2024-01-26,215,2024-01-26
467,start_lesson,2024-02-15,238,2024-02-15
468,start_lesson,2024-02-24,174,2024-02-24
469,start_lesson,2024-01-30,914,2024-01-30
469,start_lesson,2024-01-26,459,2024-01-26
470,start_lesson,2024-02-10,123,2024-02-10
471,start_lesson,2024-02-13,505,2024-02-13
477,start_lesson,2024-02-11,788,2024-02-11
478,start_lesson,2024-02-18,666,2024-02-18
479,start_lesson,2024-02-12,824,2024-02-12
479,start_lesson,2024-02-13,425,2024-02-13
480,start_lesson,2024-03-09,433,2024-03-09
481,start_lesson,2024-02-08,428,2024-02-08
482,start_lesson,2024-02-23,774,2024-02-23
482,start_lesson,2024-03-09,399,2024-03-09
483,start_lesson,2024-02-03,775,2024-02-03
484,start_lesson,2024-02-08,188,2024-02-08
485,start_lesson,2024-01-04,114,2024-01-04
489,start_lesson,2024-02-15,400,2024-02-15
490,start_lesson,2024-02-13,733,2024-02-13
491,start_lesson,2024-02-24,417,2024-02-24
492,start_lesson,2024-02-12,959,2024-02-12
494,start_lesson,2024-02-16,277,2024-02-16
495,start_lesson,2024-03-03,561,2024-03-03
496,start_lesson,2024-03-13,368,2024-03-13
497,start_lesson,2024-03-08,204,2024-03-08
497,start_lesson,2024-02-13,770,2024-02-13
497,start_lesson,2024-03-09,616,2024-03-09
500,start_lesson,2024-03-23,438,2024-03-23
501,start_lesson,2024-02-15,491,2024-02-15
502,start_lesson,2024-02-24,240,2024-02-24
503,start_lesson,2024-03-15,268,2024-03-15
505,start_lesson,2024-02-22,116,2024-02-22
507,start_lesson,2024-03-24,643,2024-03-24
508,start_lesson,2024-02-28,104,2024-02-28
512,start_lesson,2024-02-19,993,2024-02-19
512,start_lesson,2024-02-17,236,2024-02-17
512,start_lesson,2024-03-14,718,2024-03-14
512,start_lesson,2024-02-20,261,2024-02-20
514,start_lesson,2024-01-04,868,2024-01-04
516,start_lesson,2024-02-18,779,2024-02-18
518,start_lesson,2024-01-25,562,2024-01-25
518,start_lesson,2024-02-03,537,2024-02-03
519,start_lesson,2024-02-05,481,2024-02-05
521,start_lesson,2024-02-18,899,2024-02-18
522,start_lesson,2024-01-23,481,2024-01-23
524,start_lesson,2024-02-17,581,2024-02-17
525,start_lesson,2024-01-05,454,2024-01-05
525,start_lesson,2024-01-22,344,2024-01-22
526,start_lesson,2024-02-11,724,2024-02-11
526,start_lesson,2024-02-04,789,2024-02-04
526,start_lesson,2024-02-04,575,2024-02-04
529,start_lesson,2024-03-19,564,2024-03-19
532,start_lesson,2024-03-13,289,2024-03-13
536,start_lesson,2024-02-20,593,2024-02-20
536,start_lesson,2024-02-14,622,2024-02-14
538,start_lesson,2024-03-21,634,2024-03-21
541,start_lesson,2024-01-17,730,2024-01-17
541,start_lesson,2024-01-22,381,2024-01-22
542,start_lesson,2024-03-15,930,2024-03-15
545,start_lesson,2024-02-14,529,2024-02-14
545,start_lesson,2024-02-11,680,2024-02-11
546,start_lesson,2024-02-19,957,2024-02-19
547,start_lesson,2024-02-03,745,2024-02-03
547,start_lesson,2024-02-04,352,2024-02-04
548,start_lesson,2024-03-08,662,2024-03-08
548,start_lesson,2024-02-27,142,2024-02-27
549,start_lesson,2024-03-16,581,2024-03-16
553,start_lesson,2024-02-16,240,2024-02-16
553,start_lesson,2024-03-04,610,2024-03-04
555,start_lesson,2024-01-19,636,2024-01-19
555,start_lesson,2024-01-11,997,2024-01-11
560,start_lesson,2024-02-26,369,2024-02-26
561,start_lesson,2024-02-18,460,2024-02-18
561,start_lesson,2024-03-02,715,2024-03-02
563,start_lesson,2024-02-25,394,2024-02-25
564,start_lesson,2024-03-22,764,2024-03-22
567,start_lesson,2024-02-28,574,2024-02-28
568,start_lesson,2024-03-25,915,2024-03-25
568,start_lesson,2024-03-09,982,2024-03-09
569,start_lesson,2024-02-19,571,2024-02-19
571,start_lesson,2024-02-14,916,2024-02-14
573,start_lesson,2024-03-14,260,2024-03-14
575,start_lesson,2024-02-09,894,2024-02-09
576,start_lesson,2024-03-11,144,2024-03-11
576,start_lesson,2024-03-18,898,2024-03-18
577,start_lesson,2024-03-22,930,2024-03-22
578,start_lesson,2024-02-13,979,2024-02-13
578,start_lesson,2024-01-27,777,2024-01-27
582,start_lesson,2024-02-01,306,2024-02-01
583,start_lesson,2024-01-09,207,2024-01-09
585,start_lesson,2024-03-05,603,2024-03-05
587,start_lesson,2024-03-25,541,2024-03-25
587,start_lesson,2024-03-19,164,2024-03-19
588,start_lesson,2024-03-26,366,2024-03-26
589,start_lesson,2024-01-09,498,2024-01-09
589,start_lesson,2024-01-28,964,2024-01-28
590,start_lesson,2024-02-27,796,2024-02-27
592,start_lesson,2024-02-20,979,2024-02-20
595,start_lesson,2024-02-14,323,2024-02-14
597,start_lesson,2024-02-15,764,2024-02-15
597,start_lesson,2024-02-24,388,2024-02-24
598,start_lesson,2024-03-12,384,2024-03-12
599,start_lesson,2024-01-16,285,2024-01-16
600,start_lesson,2024-01-29,325,2024-01-29
602,start_lesson,2024-02-21,299,2024-02-21
603,start_lesson,2024-01-13,603,2024-01-13
603,start_lesson,2024-01-15,110,2024-01-15
603,start_lesson,2024-01-21,936,2024-01-21
603,start_lesson,2024-01-08,597,2024-01-08
604,start_lesson,2024-02-15,376,2024-02-15
605,start_lesson,2024-02-25,102,2024-02-25
606,start_lesson,2024-03-08,961,2024-03-08
606,start_lesson,2024-03-04,889,2024-03-04
607,start_lesson,2024-01-21,673,2024-01-21
608,start_lesson,2024-01-17,104,2024-01-17
609,start_lesson,2024-02-06,620,2024-02-06
609,start_lesson,2024-01-27,669,2024-01-27
610,start_lesson,2024-01-17,379,2024-01-17
612,start_lesson,2024-02-15,522,2024-02-15
613,start_lesson,2024-01-25,337,2024-01-25
614,start_lesson,2024-03-09,416,2024-03-09
614,start_lesson,2024-03-26,226,2024-03-26
618,start_lesson,2024-01-08,403,2024-01-08
618,start_lesson,2024-01-12,848,2024-01-12
619,start_lesson,2024-02-28,830,2024-02-28
620,start_lesson,2024-02-20,277,2024-02-20
623,start_lesson,2024-03-10,929,2024-03-10
624,start_lesson,2024-01-23,589,2024-01-23
625,start_lesson,2024-02-03,536,2024-02-03
628,start_lesson,2024-02-18,760,2024-02-18
628,start_lesson,2024-02-21,137,2024-02-21
629,start_lesson,2024-02-22,729,2024-02-22
629,start_lesson,2024-03-08,582,2024-03-08
630,start_lesson,2024-01-26,414,2024-01-26
630,start_lesson,2024-02-16,583,2024-02-16
631,start_lesson,2024-03-03,196,2024-03-03
633,start_lesson,2024-02-12,116,2024-02-12
633,start_lesson,2024-03-02,936,2024-03-02
638,start_lesson,2024-02-04,546,2024-02-04
640,start_lesson,2024-01-11,378,2024-01-11
640,start_lesson,2024-01-12,970,2024-01-12
641,start_lesson,2024-02-09,551,2024-02-09
644,start_lesson,2024-02-13,765,2024-02-13
644,start_lesson,2024-02-08,705,2024-02-08
645,start_lesson,2024-01-22,786,2024-01-22
646,start_lesson,2024-03-20,913,2024-03-20
